OBJECTID,Animal_Id,Animal_Name,Animal_Type,Activity_Number,Intake_Type,Picked_up_Location,Intake_Date,Outcome_Type,Outcome_Date,Animal_Age,Animal_PrimaryColor,Animal_Sex,Outcome_SubType
20443,A628382,COCO,DOG,,STRAY,BARTLETT LN & SACRAMENTO INN WAY,2021/09/14 07:00:00+00,RTO,2021/09/14 07:00:00+00,3Y,TAN,F,PHONE
20444,A628387,MAX,DOG,A21-473664,CONFISCATE,HELENA AVE & CONNIE DR,2021/09/14 07:00:00+00,RTO,2021/09/26 07:00:00+00,3Y,BROWN,M,PHONE
20445,A628388,LUIGI,CAT,A21-473662,STRAY,HOLLY BRANCH CT,2021/09/14 07:00:00+00,ADOPTION,2021/09/20 07:00:00+00,3Y,GRAY,N,NORMAL
20446,A628406,,CAT,A21-473695,STRAY,GRACE AVE & KELTON WAY,2021/09/15 07:00:00+00,EUTH,2021/09/16 07:00:00+00,2Y,BLACK,F,PHYS COND
20447,A628409,MYA,DOG,,STRAY,FREEPORT BLVD & FRUITRIDGE RD,2021/09/15 07:00:00+00,RTO,2021/09/15 07:00:00+00,6Y,BROWN,F,IMP 1
20448,A628410,LEO,DOG,,STRAY,FREEPORT BLVD & FRUITRIDGE RD,2021/09/15 07:00:00+00,RTO,2021/09/15 07:00:00+00,4Y,BLACK,N,IMP 1
20449,A628411,,DOG,,STRAY,HARRIS AVE & TAYLOR ST,2021/09/15 07:00:00+00,,2021/09/16 07:00:00+00,3Y,FAWN,M,AT ACC
20450,A628411,,DOG,,STRAY,HARRIS AVE & TAYLOR ST,2021/09/16 07:00:00+00,EUTH,2021/09/28 07:00:00+00,3Y,FAWN,M,BEHAVIOR
20451,A628422,,CAT,A21-473706,STRAY,V ST & 49TH ST,2021/09/15 07:00:00+00,EUTH,2021/09/17 07:00:00+00,5Y,BLACK,F,MD/UNTREAT
20452,A628430,TABITHA,DOG,,STRAY,24TH ST & P ST,2021/09/15 07:00:00+00,FOSTER,2021/10/05 07:00:00+00,3Y,BLACK,S,FOST2ADOPT
20453,A628430,TABITHA,DOG,,FOSTER,,2021/11/04 07:00:00+00,ADOPTION,2021/11/04 07:00:00+00,3Y,BLACK,S,FOSTER
20454,A628431,,DOG,,STRAY,2127 FRONT ST,2021/09/15 07:00:00+00,FOSTER,2021/09/17 07:00:00+00,1Y 4M,WHITE,S,SPACE
20455,A628431,,DOG,,FOSTER,,2021/09/24 07:00:00+00,ADOPTION,2021/09/29 07:00:00+00,1Y 4M,WHITE,S,FOSTER
20456,A628438,,CAT,A21-473712,STRAY,35TH ST & 12TH AVE,2021/09/15 07:00:00+00,DIED,2021/09/17 07:00:00+00,12Y,BLACK,M,IN KENNEL
20457,A628441,,CAT,A21-473717,STRAY,WAKEFIELD WAY & CROMWELL WAY,2021/09/16 07:00:00+00,RTF,2021/09/27 07:00:00+00,,BLACK,S,FERAL
20458,A628447,,CAT,,STRAY,SWEETBRIER WAY & JOHN STILL DR,2021/09/16 07:00:00+00,,2021/12/20 08:00:00+00,,BRN TABBY,U,
20459,A628448,,CAT,,STRAY,SWEETBRIER WAY & JOHN STILL DR,2021/09/16 07:00:00+00,,2021/12/16 08:00:00+00,,ORG TABBY,U,
20460,A628449,,CAT,,STRAY,SWEETBRIER WAY & JOHN STILL DR,2021/09/16 07:00:00+00,,2021/12/16 08:00:00+00,,LILAC PT,F,
20461,A628459,TOBY,DOG,A21-473739,STRAY,TANZANITE AVE & AIRPORT RD,2021/09/16 07:00:00+00,RTO,2021/09/16 07:00:00+00,2Y,FAWN,N,WEBSITE
20462,A628459,TOBY,DOG,A21-476362,STRAY,TRUXEL RD & I 80 WB,2021/11/15 08:00:00+00,RTO,2022/03/04 08:00:00+00,2Y,FAWN,N,IMP NOTICE
20463,A628468,PRECIOUS,DOG,,CONFISCATE,30TH & N ST,2021/09/16 07:00:00+00,RTO,2021/09/17 07:00:00+00,2Y,TAN,F,IMP NOTICE
20464,A628468,PRECIOUS,DOG,A21-464315,CONFISCATE,POWER INN RD & FRUITRIDGE RD,2021/02/13 08:00:00+00,RTO,2021/02/13 08:00:00+00,2Y,TAN,F,WEBSITE
20465,A628471,,CAT,A21-473749,STRAY,FLORIN RD & 25TH ST,2021/09/16 07:00:00+00,EUTH,2021/10/08 07:00:00+00,3Y,BLACK,M,PHYS COND
20466,A628474,BUBBA FOX,DOG,,STRAY,67TH AVE & 19TH ST,2021/09/16 07:00:00+00,RTO,2021/09/16 07:00:00+00,10Y,BLACK,N,IMP 1
20467,A628475,BAILEY,DOG,,STRAY,67TH AVE& 19TH ST,2021/09/16 07:00:00+00,RTO,2021/09/16 07:00:00+00,4Y,TAN,M,IMP 1
20468,A628481,,DOG,,STRAY,CAPITOL AVE & 20TH ST,2021/09/16 07:00:00+00,ADOPTION,2021/09/23 07:00:00+00,1Y 9M,BLACK,N,NORMAL
20469,A628482,,DOG,,STRAY,CAPITOL AVE & 20TH ST,2021/09/16 07:00:00+00,ADOPTION,2021/09/22 07:00:00+00,1Y 9M,TAN,S,NORMAL
20470,A628482,,DOG,,RETURN,,2021/10/05 07:00:00+00,ADOPTION,2021/10/05 07:00:00+00,1Y 9M,TAN,S,NORMAL
20471,A628483,RIZZO,DOG,A21-473769,STRAY,ACACIA AVE & RIO LINDA BLVD,2021/09/16 07:00:00+00,RTO,2021/09/29 07:00:00+00,,TAN,M,IMP 1
20472,A628484,OLIVER,CAT,,STRAY,ABIDING PL & PHOENIX PARK DR,2021/04/02 07:00:00+00,FOSTER,2021/04/02 07:00:00+00,1Y 8M,BLACK,N,BOTTLE BAB
20473,A628484,OLIVER,CAT,,FOSTER,,2021/06/08 07:00:00+00,ADOPTION,2021/06/08 07:00:00+00,1Y 8M,BLACK,N,EMERGENCY
20474,A628489,*FERAL* OPAL,CAT,,STRAY,SANTIAGO AVE & GROVE,2021/09/16 07:00:00+00,RTF,2021/09/22 07:00:00+00,1Y 6M,GRAY TABBY,S,FERAL
20475,A628490,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/20 07:00:00+00,1Y 3M,BR BRINDLE,N,NORMAL
20476,A628491,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/20 07:00:00+00,1Y 3M,BLACK,S,NORMAL
20477,A628492,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/27 07:00:00+00,1Y 3M,BLACK,S,NORMAL
20478,A628492,,DOG,A21-473653,RETURN,,2021/11/20 08:00:00+00,ADOPTION,2021/11/21 08:00:00+00,1Y 3M,BLACK,S,NORMAL
20479,A628492,,DOG,A21-473653,RETURN,,2021/11/10 08:00:00+00,ADOPTION,2021/11/12 08:00:00+00,1Y 3M,BLACK,S,NORMAL
20480,A628493,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/26 07:00:00+00,1Y 3M,BROWN,N,OFFSITE
20481,A628494,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/20 07:00:00+00,1Y 3M,BLACK,S,NORMAL
20482,A628495,,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,ADOPTION,2021/10/20 07:00:00+00,1Y 3M,BROWN,N,NORMAL
20483,A628496,RUEGER,DOG,A21-473653,QUARANTINE,RICHARDS BLVD & BANNON ST,2021/09/16 07:00:00+00,EUTH,2021/10/28 07:00:00+00,2Y,FAWN,M,PDD
20484,A628496,RUEGER,DOG,,STRAY,NORTH 10TH & VINE ST,2020/08/24 07:00:00+00,RTO,2020/09/01 07:00:00+00,2Y,FAWN,M,PHONE
20485,A628498,CARROT,CAT,A21-473786,STRAY,LAS PALMAS AVE & FAIRFIELD ST,2021/09/16 07:00:00+00,ADOPTION,2021/09/30 07:00:00+00,1Y 11M,ORG TABBY,N,NORMAL
20486,A628503,,CAT,A21-473800,STRAY,CUSTIS AVE & 16TH AVE,2021/09/17 07:00:00+00,EUTH,2021/09/17 07:00:00+00,,BROWN,U,MD/UNTREAT
20487,A628513,,CAT,,STRAY,ARUNDEL WAY & NORMINGTON DR,2021/09/17 07:00:00+00,,2021/09/17 07:00:00+00,9W,ORG TABBY,F,AT ACC
20488,A628513,,CAT,,STRAY,ARUNDEL WAY & NORMINGTON DR,2021/09/17 07:00:00+00,EUTH,2021/09/17 07:00:00+00,9W,ORG TABBY,F,MD/UNTREAT
20489,A628519,,DOG,,STRAY,MADISON AVE & ROSEVILLE RD,2021/09/17 07:00:00+00,,2021/09/30 07:00:00+00,,WHITE,F,
20490,A628520,,CAT,,STRAY,D ST & CHINATOWN ALLEY,2021/09/17 07:00:00+00,,2021/12/17 08:00:00+00,,CRM TABBY,U,
20491,A628529,MALUHIA,DOG,,STRAY,VIRGINIA WAY & ALMA WAY,2021/09/18 07:00:00+00,FOSTER,2021/09/22 07:00:00+00,1Y 7M,WHITE,S,SPACE
20492,A628529,MALUHIA,DOG,,FOSTER,,2021/10/03 07:00:00+00,ADOPTION,2021/10/03 07:00:00+00,1Y 7M,WHITE,S,FOSTER
20493,A628532,MYSTIC,CAT,,STRAY,CHESTERBROOK DR & SUNSET BLUFFS ST,2021/09/18 07:00:00+00,RTO,2021/09/20 07:00:00+00,4Y,GRAY TABBY,F,TEXT
20494,A628532,MYSTIC,CAT,A22-489829,STRAY,EL RITO WAY & EL DOURO DR,2022/09/02 07:00:00+00,DIED,2022/09/02 07:00:00+00,4Y,GRAY TABBY,F,ENROUTE
20495,A628543,ROKO,DOG,A21-473846,QUARANTINE,SHASTA AVE & BRUCEVILL RD,2021/09/18 07:00:00+00,EUTH,2021/10/04 07:00:00+00,1Y 4M,BLACK,M,BEHAVIOR
20496,A628544,ROXIE,DOG,A21-473846,STRAY,SHASTA AVE & BRUCEVILL RD,2021/09/18 07:00:00+00,RTO,2021/09/18 07:00:00+00,,WHITE,F,IMP 1
20497,A628545,RALLA,DOG,A21-473846,STRAY,SHASTA AVE & BRUCEVILL RD,2021/09/18 07:00:00+00,RTO,2021/09/18 07:00:00+00,1Y 8M,BLACK,F,IMP 1
20498,A628546,,DOG,,STRAY,DEL PASO BLVD & EL CAMINO AVE,2021/09/18 07:00:00+00,ADOPTION,2021/10/05 07:00:00+00,2Y,TAN,N,NORMAL
20499,A628547,,DOG,,STRAY,DEL PASO BLVD & EL CAMINO AVE,2021/09/18 07:00:00+00,FOSTER,2021/09/23 07:00:00+00,2Y,TAN,S,FOST2ADOPT
20500,A628547,,DOG,,FOSTER,,2021/10/19 07:00:00+00,ADOPTION,2021/10/19 07:00:00+00,2Y,TAN,S,FOSTER
20501,A628548,,DOG,A21-473854,STRAY,N BEND DR & IRONGATE WAY,2021/09/18 07:00:00+00,ADOPTION,2021/10/07 07:00:00+00,1Y 7M,BLACK,N,NORMAL
20502,A628554,DELGADO,DOG,A21-473855,STRAY,ROANOKE AVE & PINELL ST,2021/09/18 07:00:00+00,ADOPTION,2021/10/22 07:00:00+00,7Y,BLACK,N,NORMAL
20503,A628556,MARITZA,DOG,,STRAY,BROADWAY & FRONT ST,2021/09/18 07:00:00+00,ADOPTION,2021/09/22 07:00:00+00,1Y 4M,BLACK,S,NORMAL
20504,A628557,,DOG,,STRAY,BROADWAY & FRONT ST,2021/09/18 07:00:00+00,EUTH,2021/09/29 07:00:00+00,10W,BLACK,M,MD/TREATBL
20505,A628558,FRECKLES,DOG,,STRAY,BROADWAY & FRONT ST,2021/09/18 07:00:00+00,FOSTER,2021/09/22 07:00:00+00,7Y,WHITE,S,SPACE
20506,A628558,FRECKLES,DOG,,FOSTER,,2021/10/03 07:00:00+00,ADOPTION,2021/10/03 07:00:00+00,7Y,WHITE,S,FOSTER
20507,A628559,,CAT,,STRAY,RIVERSIDE BLVD & BROADWAY,2021/09/18 07:00:00+00,TRANSFER,2021/09/19 07:00:00+00,1Y 3M,WHITE,M,RESCUE GRP
20508,A628565,BROWNIE,CAT,,STRAY,S ST & 13TH ST,2021/09/18 07:00:00+00,ADOPTION,2021/09/28 07:00:00+00,7Y,CALICO,S,NORMAL
20509,A628566,,CAT,,STRAY,,2021/09/18 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,3W,BLACK,F,BOTTLE BAB
20510,A628567,,DOG,,STRAY,W EL CAMINO AVE & NORTHGATE BLVD,2021/09/18 07:00:00+00,TRANSFER,2021/09/25 07:00:00+00,11Y,TAN,M,RESCUE GRP
20511,A628568,JELLY BEAN,CAT,A21-474040,STRAY,NATOMAS PARK DR & W EL CAMINO AVE,2021/09/18 07:00:00+00,ADOPTION,2021/09/29 07:00:00+00,13Y,BLK TABBY,S,NORMAL
20512,A628570,GIDGETTE,CAT,,STRAY,24TH ST & MATSON DR,2021/09/18 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,1Y 2M,BRN TABBY,S,BOTTLE BAB
20513,A628570,GIDGETTE,CAT,,FOSTER,,2021/11/01 07:00:00+00,FOSTER,2021/11/01 07:00:00+00,1Y 2M,BRN TABBY,S,TRANSFER
20514,A628570,GIDGETTE,CAT,,FOSTER,,2021/11/26 08:00:00+00,FOSTER,2021/11/29 08:00:00+00,1Y 2M,BRN TABBY,S,MEDICAL
20515,A628570,GIDGETTE,CAT,,FOSTER,,2021/12/02 08:00:00+00,FOSTER,2021/12/07 08:00:00+00,1Y 2M,BRN TABBY,S,MEDICAL
20516,A628570,GIDGETTE,CAT,,FOSTER,,2021/12/17 08:00:00+00,ADOPTION,2021/12/20 08:00:00+00,1Y 2M,BRN TABBY,S,PETCO
20517,A628571,,CAT,,STRAY,24TH ST & MATSON DR,2021/09/18 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,3W,BRN TABBY,M,BOTTLE BAB
20518,A628572,MONEY,CAT,,STRAY,6TH ST & U ST,2021/09/18 07:00:00+00,ADOPTION,2021/10/15 07:00:00+00,5Y,GRAY,N,NORMAL
20519,A628575,CAYENNE,DOG,,STRAY,GRAND AVE & MARYSVILLE BLVD,2021/09/18 07:00:00+00,ADOPTION,2021/10/06 07:00:00+00,2Y,BLACK,N,NORMAL
20520,A628576,HARLEY,DOG,,STRAY,60TH AVE & 21ST ST,2021/09/18 07:00:00+00,ADOPTION,2021/10/12 07:00:00+00,15Y,TAN,N,NORMAL
20521,A628577,,DOG,,STRAY,ELEANOR AVE & ALTOS AVE,2021/09/18 07:00:00+00,TRANSFER,2021/09/22 07:00:00+00,1Y 3M,BROWN,F,RESCUE GRP
20522,A628578,,DOG,,STRAY,ELEANOR AVE & ALTOS AVE,2021/09/18 07:00:00+00,TRANSFER,2021/09/22 07:00:00+00,1Y 3M,WHITE,M,RESCUE GRP
20523,A628580,TINY DANCER,CAT,,STRAY,STOCKTON BLVD & X ST,2021/09/18 07:00:00+00,FOSTER,2021/09/18 07:00:00+00,1Y 4M,BRN TABBY,N,EMERGENCY
20524,A628580,TINY DANCER,CAT,,FOSTER,,2021/11/19 08:00:00+00,ADOPTION,2021/11/21 08:00:00+00,1Y 4M,BRN TABBY,N,NORMAL
20525,A628581,SALEM,CAT,,FOSTER,STOCKTON BLVD & X ST,2021/11/19 08:00:00+00,ADOPTION,2021/12/05 08:00:00+00,1Y 2M,BLACK,N,NORMAL
20526,A628581,SALEM,CAT,,STRAY,STOCKTON BLVD & X ST,2021/09/18 07:00:00+00,FOSTER,2021/09/18 07:00:00+00,1Y 2M,BLACK,N,EMERGENCY
20527,A628582,MR. BUSINESS,CAT,,STRAY,STOCKTON BLVD & X ST,2021/09/18 07:00:00+00,FOSTER,2021/09/18 07:00:00+00,1Y 2M,BLACK,N,EMERGENCY
20528,A628582,MR. BUSINESS,CAT,,FOSTER,STOCKTON BLVD & X ST,2021/11/19 08:00:00+00,ADOPTION,2021/11/20 08:00:00+00,1Y 2M,BLACK,N,NORMAL
20529,A628582,MR. BUSINESS,CAT,,OWNER SUR,,2022/01/02 08:00:00+00,ADOPTION,2022/01/03 08:00:00+00,1Y 2M,BLACK,N,NORMAL
20530,A628583,FERGUSON,CAT,,FOSTER,,2021/11/19 08:00:00+00,ADOPTION,2021/11/19 08:00:00+00,1Y 2M,BRN TABBY,N,NORMAL
20531,A628583,FERGUSON,CAT,,RETURN,,2021/11/20 08:00:00+00,ADOPTION,2021/11/20 08:00:00+00,1Y 2M,BRN TABBY,N,NORMAL
20532,A628583,FERGUSON,CAT,,STRAY,STOCKTON BLVD & X ST,2021/09/18 07:00:00+00,FOSTER,2021/09/18 07:00:00+00,1Y 2M,BRN TABBY,N,EMERGENCY
20533,A628584,UNAGI,CAT,,STRAY,STOCKTON BLVD & X ST,2021/09/18 07:00:00+00,FOSTER,2021/09/18 07:00:00+00,1Y 2M,BRN TABBY,N,EMERGENCY
20534,A628584,UNAGI,CAT,,FOSTER,STOCKTON BLVD & X ST,2021/11/19 08:00:00+00,ADOPTION,2021/11/20 08:00:00+00,1Y 2M,BRN TABBY,N,NORMAL
20535,A628586,DEPUTY,DOG,A21-473872,CONFISCATE,17TH ST & K ST,2021/09/18 07:00:00+00,RTO,2021/10/01 07:00:00+00,3Y,BLACK,M,IMP NOTICE
20536,A628587,HENNESSY,DOG,A21-473872,CONFISCATE,17TH ST & K ST,2021/09/18 07:00:00+00,RTO,2021/09/25 07:00:00+00,2Y,FAWN,M,PHONE
20537,A628597,,DOG,,STRAY,26TH AVE & MARTIN LUTHER KING JR BLVD,2021/09/19 07:00:00+00,,2021/12/19 08:00:00+00,,GRAY,F,
20538,A628598,LOLA,DOG,,STRAY,21ST ST & F ST,2021/09/19 07:00:00+00,,2021/09/19 07:00:00+00,2Y,BLONDE,S,AT ACC
20539,A628598,LOLA,DOG,,STRAY,21ST ST & F ST,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,2Y,BLONDE,S,EMERGENCY
20540,A628598,LOLA,DOG,,FOSTER,,2021/11/22 08:00:00+00,ADOPTION,2021/11/22 08:00:00+00,2Y,BLONDE,S,EMERGENCY
20541,A628604,GIZMO,DOG,,FOSTER,,2021/10/25 07:00:00+00,ADOPTION,2021/10/25 07:00:00+00,3Y,BUFF,N,FOSTER
20542,A628604,GIZMO,DOG,,STRAY,21ST AVE & 64TH ST,2021/09/19 07:00:00+00,FOSTER,2021/09/22 07:00:00+00,3Y,BUFF,N,SPACE
20543,A628607,,CAT,A21-473834,STRAY,AMHERST ST & ARMINGTON AVE,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,3W,WHITE,M,EMERGENCY
20544,A628607,,CAT,,FOSTER,,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,3W,WHITE,M,EMERGENCY
20545,A628607,,CAT,A21-473834,FOSTER,,2021/10/08 07:00:00+00,EUTH,2021/10/08 07:00:00+00,3W,WHITE,M,PHYS COND
20546,A628608,,CAT,,FOSTER,,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,1Y 2M,WHITE,N,EMERGENCY
20547,A628608,,CAT,A21-473834,STRAY,AMHERST ST & ARMINGTON AVE,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,1Y 2M,WHITE,N,EMERGENCY
20548,A628608,,CAT,,FOSTER,,2022/01/19 08:00:00+00,ADOPTION,2022/01/19 08:00:00+00,1Y 2M,WHITE,N,FOSTER
20549,A628611,,CAT,A21-473834,STRAY,AMHERST ST & ARMINGTON AVE,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,3W,WHITE,M,EMERGENCY
20550,A628611,,CAT,,FOSTER,,2021/09/19 07:00:00+00,FOSTER,2021/09/19 07:00:00+00,3W,WHITE,M,EMERGENCY
20551,A628611,,CAT,A21-473834,FOSTER,,2021/10/08 07:00:00+00,EUTH,2021/10/08 07:00:00+00,3W,WHITE,M,PHYS COND
20552,A628613,BUSTER,DOG,,STRAY,2450 MEADOWVIEW RD,2021/09/19 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,11Y,BROWN,N,SPACE
20553,A628613,BUSTER,DOG,,FOSTER,,2021/10/01 07:00:00+00,ADOPTION,2021/10/01 07:00:00+00,11Y,BROWN,N,FOSTER
20554,A628614,DOT,DOG,,STRAY,6TH ST & BROADWAY,2021/09/19 07:00:00+00,RTO,2021/09/20 07:00:00+00,3Y,WHITE,M,WEBSITE
20555,A628617,BOWIE,CAT,A21-473887,STRAY,ARCADE BLVD & COLFAX ST,2021/09/20 07:00:00+00,FOSTER,2021/09/24 07:00:00+00,1Y 3M,BLACK,S,MEDICAL
20556,A628617,BOWIE,CAT,A21-473887,FOSTER,ARCADE BLVD & COLFAX ST,2021/10/28 07:00:00+00,ADOPTION,2021/11/01 07:00:00+00,1Y 3M,BLACK,S,NORMAL
20557,A628620,CLIFFORD,DOG,,STRAY,11TH AVE & 60TH ST,2021/09/19 07:00:00+00,RTO,2021/09/21 07:00:00+00,4Y,TAN,M,WEBSITE
20558,A628620,CLIFFORD,DOG,,STRAY,11TH AVE & 60TH ST,2021/09/19 07:00:00+00,,2021/09/19 07:00:00+00,4Y,TAN,M,AT ACC
20559,A628629,DINGO,DOG,,STRAY,28TH ST & FRUITRIDGE RD,2021/09/19 07:00:00+00,RTO,2021/09/21 07:00:00+00,5Y,BLACK,M,WEBSITE
20560,A628632,ARLO,DOG,A21-473899,CONFISCATE,BELL AVE & TAYLOR ST,2021/09/19 07:00:00+00,RTO,2021/09/29 07:00:00+00,1Y 4M,BR BRINDLE,M,IMP 1
20561,A628632,ARLO,DOG,A21-477774,STRAY,DIESEL DR & BELOIT DR,2021/12/20 08:00:00+00,EUTH,2022/02/24 08:00:00+00,1Y 4M,BR BRINDLE,M,PDD
20562,A628642,BEAUTIFUL,DOG,A21-473922,STRAY,17TH ST & F ST,2021/09/20 07:00:00+00,RTO,2021/09/23 07:00:00+00,2Y,WHITE,F,PHONE
20563,A628642,BEAUTIFUL,DOG,,STRAY,RICHARDS BLVD & JIBBOOM ST,2022/01/03 08:00:00+00,RTO,2022/01/08 08:00:00+00,2Y,WHITE,F,PET UNIFY
20564,A628643,LYNN,DOG,A21-473908,OWNER SUR,,2022/01/20 08:00:00+00,EUTH,2022/02/02 08:00:00+00,2Y,BLACK,N,BEHAVIOR
20565,A628643,LYNN,DOG,A21-473908,OWNER SUR,,2021/11/24 08:00:00+00,ADOPTION,2021/12/11 08:00:00+00,2Y,BLACK,N,NORMAL
20566,A628643,LYNN,DOG,A21-473908,STRAY,ELDER CREEK RD & POWER INN RD,2021/09/20 07:00:00+00,FOSTER,2021/10/18 07:00:00+00,2Y,BLACK,N,MEDICAL
20567,A628643,LYNN,DOG,A21-473908,FOSTER,ELDER CREEK RD & POWER INN RD,2021/10/21 07:00:00+00,ADOPTION,2021/10/22 07:00:00+00,2Y,BLACK,N,NORMAL
20568,A628650,,DOG,,STRAY,43RD AVE & S LAND PARK DR,2021/09/20 07:00:00+00,ADOPTION,2021/09/25 07:00:00+00,1Y 5M,BLACK,N,NORMAL
20569,A628674,PUMPKIN,CAT,,STRAY,71ST & AMHERST ST,2021/09/20 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,1Y 2M,ORG TABBY,S,BOTTLE BAB
20570,A628674,PUMPKIN,CAT,,FOSTER,,2021/11/12 08:00:00+00,ADOPTION,2021/11/12 08:00:00+00,1Y 2M,ORG TABBY,S,FOSTER
20571,A628675,SPLITS,CAT,,FOSTER,,2021/11/16 08:00:00+00,ADOPTION,2021/11/16 08:00:00+00,1Y 2M,BLACK,N,FOSTER
20572,A628675,SPLITS,CAT,,STRAY,71ST & AMHERST ST,2021/09/20 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,1Y 2M,BLACK,N,BOTTLE BAB
20573,A628679,CRASH,DOG,,STRAY,GARDEN HWY & GATEWAY OAKS DR,2021/09/20 07:00:00+00,,2021/09/20 07:00:00+00,2Y,BROWN,N,AT ACC
20574,A628679,CRASH,DOG,,STRAY,GARDEN HWY & GATEWAY OAKS DR,2021/09/20 07:00:00+00,FOSTER,2021/09/25 07:00:00+00,2Y,BROWN,N,FOST2ADOPT
20575,A628679,CRASH,DOG,,FOSTER,,2021/10/05 07:00:00+00,FOSTER,2021/10/06 07:00:00+00,2Y,BROWN,N,FOST2ADOPT
20576,A628679,CRASH,DOG,,FOSTER,,2021/12/02 08:00:00+00,ADOPTION,2021/12/02 08:00:00+00,2Y,BROWN,N,FOSTER
20577,A628682,FILLUP THE BLACK,CAT,,FOSTER,,2021/11/12 08:00:00+00,ADOPTION,2021/11/17 08:00:00+00,1Y 2M,BLACK,N,PETCO
20578,A628682,FILLUP THE BLACK,CAT,,STRAY,71ST & AMHERST ST,2021/09/20 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,1Y 2M,BLACK,N,BOTTLE BAB
20579,A628683,BAPHAMET,CAT,,STRAY,71ST & AMHERST ST,2021/09/20 07:00:00+00,FOSTER,2021/09/20 07:00:00+00,1Y 2M,BLACK,N,BOTTLE BAB
20580,A628683,BAPHAMET,CAT,,FOSTER,,2021/11/12 08:00:00+00,ADOPTION,2021/11/17 08:00:00+00,1Y 2M,BLACK,N,PETCO
20581,A628684,HERCULES,DOG,,STRAY,1632 BROADWAY,2021/09/20 07:00:00+00,EUTH,2021/09/27 07:00:00+00,4Y,BLACK,M,PHYS COND
20582,A628685,,CAT,A21-473944,STRAY,EL REY WAY & SONOMA AVE,2021/09/20 07:00:00+00,DIED,2021/09/23 07:00:00+00,6Y,BLACK,F,IN KENNEL
20583,A628689,CARAMEL,CAT,A21-473942,STRAY,DIXIEANNE AVE & CAMBRIDGE ST,2021/09/20 07:00:00+00,FOSTER,2021/09/25 07:00:00+00,1Y 3M,BRN TABBY,S,UNDERAGE
20584,A628689,CARAMEL,CAT,,FOSTER,,2021/10/14 07:00:00+00,FOSTER,2021/10/15 07:00:00+00,1Y 3M,BRN TABBY,S,BEHAVIOR
20585,A628689,CARAMEL,CAT,,FOSTER,,2021/11/19 08:00:00+00,ADOPTION,2021/11/19 08:00:00+00,1Y 3M,BRN TABBY,S,FOSTER
20586,A628690,WINIFRED,CAT,A21-473942,FOSTER,,2021/10/19 07:00:00+00,ADOPTION,2021/10/19 07:00:00+00,1Y 3M,BLACK,S,FOSTER
20587,A628690,WINIFRED,CAT,A21-473942,STRAY,DIXIEANNE AVE & CAMBRIDGE ST,2021/09/20 07:00:00+00,FOSTER,2021/09/25 07:00:00+00,1Y 3M,BLACK,S,UNDERAGE
20588,A628698,,DOG,,STRAY,BROADWATER DR & OTTUMWA DR,2021/09/20 07:00:00+00,,2021/12/20 08:00:00+00,,BLACK,U,
20589,A628704,BOO,CAT,A21-473959,STRAY,37TH ST & 5TH AVE,2021/09/20 07:00:00+00,FOSTER,2021/09/21 07:00:00+00,1Y 2M,BLACK,S,BOTTLE BAB
20590,A628704,BOO,CAT,,FOSTER,,2021/12/02 08:00:00+00,ADOPTION,2021/12/05 08:00:00+00,1Y 2M,BLACK,S,PETCO
20591,A628704,BOO,CAT,,FOSTER,,2021/10/03 07:00:00+00,FOSTER,2021/10/03 07:00:00+00,1Y 2M,BLACK,S,UNDERAGE
20592,A628705,SCOUT,CAT,,FOSTER,,2021/12/01 08:00:00+00,ADOPTION,2021/12/05 08:00:00+00,1Y 2M,BLACK,S,PETCO
20593,A628705,SCOUT,CAT,A21-473959,STRAY,37TH ST & 5TH AVE,2021/09/20 07:00:00+00,FOSTER,2021/09/21 07:00:00+00,1Y 2M,BLACK,S,BOTTLE BAB
